ID,Aleppo,Alexandria,Algiers,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddah,Jerusalem,Khartoum,Mosul,MSA,Muscat,Rabat,Riyadh,Salt,Sanaa,Sfax,Tripoli,Tunis
87,كنزة اطفال.,عاوز بلوفر أطفال.,راني حاب تريكو تع أطفال.,بلوفر أطفال.,كنت عايز بلوفر اطفال.,اريد سترة مال أطفال.,اريد سترة جهال.,كنزة للولاد.,نبي مالية بتاع أطفال.,عايز بلوفر اطفال.,كنزة أطفال.,بغيت فانلة يهال.,بغيت لبيسة ديال الدراري الصغار.,أبا سترة اطفال.,جرزة أطفال.,داير بلوفر أطفال.,اغيد سترة اطفال.,أريد جاكيت للأطفال,أبغا سترة للأطفال.,بغيت تريكو ديال الدراري الصغار.,ابغى سترة للأطفال.,بلوفر للأطفال,أشتي سترة أطفالي.,نحب مريول للأولاد.,نبي ماليه متاع صغار.,نحب مريول متاع صغار.
91,ماشي. بكلف خمسة وتمانين سنت بالبريد العادي وتلات دولارات بالضبط إضافية للتوصيل الخاص.,أوكى. بيكلف خمسة ثمانين سنت للإيميل العادى ثلاثة دولار بالظبط زيادة للتوصيل الخاص.,ايه. معنتها خمسة ثمانون سنت للبرية العادية، تزيدلها ثلاثة دولار بالضبط باش تبعثها اكسبرس.,طيب. بكلف تمنية وخمسين سنت للبريد العادي وتلاتة دولار بالزبط اضافية للتوصيل الخاص.,ماشي. هتكلف خمسة وتمانين سنت بالبريد العادي وتلات دولارات بالظبط زيادة بالتوصيل الخاص.,ماشي. هاي تكلف خمسة وثمانين سنت للبريد العادي وتلث دولارات بالضبط إضافية للتسليم الخاص.,اوكي. البريد العادي يكلف خمسة وثمانين سنت بس تلث دولارات إضافية زيادة للتوصيل الخاص.,أوك، بيكلف خمس تمانين سنت للإيميل العادي تلاتي دولار بالظبط زيادة للتوصيل الخاص.,اوكي. يكلف خمسة وثمانين سنت للبريد العادي ثلاثة دولار بالضبط زيادة للتوصيل الخاص.,اوكيه ده بيكلف خمسه تمانين سنت للبريد العادي زيادة تلات دولارات بالظبط للبريد المخصوص.,أوك. بكلف خمسة وتمانين سنت بالبريد العادي وزيادة تلاتة دولار بالظبط للتوصيل الخاص.,اوكي. يكلف خمسة وثمانين سنت بالبريد العادي وثلاث دولارات بالضبط زيادة حق التسليم الخاص.,واخا. غادي يكلف خمسة وثمانين سنت للبريد العادي وثلاثة بالضبط ديال الدولار اضافية للتوصيل الخاص.,اوك. يكلف خمسة وتمانين سنت للأيميل العادي وزيادة تلاتة دولار بالضبط للتوصيل الخاص.,طيب. بتكلف خمسة تمانين سنت للبريد العادي تلات دولارات بالزبط اضافية للتوصيل الخاص.,اوكي. يكلف خمسة وتمنين سنت للبريد العادي تلاتة دولارات بالظبط زيادة للتسليم الخاص.,اوكي. اتكلف خميسي وثمانين سنت للبريد الاعتيادي وثلاث دولارات بالضبط اضافية للتوصيل الخاص.,حسنا تتكلف خمسة وثمانون دولارا البريد العادي وثلاثة دولارات التوصيل الخاص,انزين. وتكلف خمسة وثمانين سنتا للبريد العادي وثلاثة دولارات بالضبط إضافية للتسليم الخاص.,واخا. كايدير خمسة تمانين دولار للبريد العادي تلاتة دولار بالضبط زيادة للتوصيل الخاص.,طيب. تكلف خمس ثمانين سنت للبريد العادي ثلاث دولارات بالضبط إضافية للتوصيل الخاص.,ماشي، يكلف خمس ثمانين سينت للبريد العادي، ثلاثة دولار بالزبط اضافية للتوصيل الخاص.,تمام. يكلف خمسه وثمانين سنت للبريد العادي ثلاثه دولار بالضبط زياده للتوصيل الخاص.,باهي. خمسة ثمانين ألف جواب عادي، تزيد ثلاثة دولار بالظبط باش يوصلك فيسع.,باه. حتكلفك خمسه تمانين سنت للبريد العادي تلاته دولار بالضبط زيادة للتوصيل الخاص.,باهي. مراسلة عادية بخمسة ثمانين سنت وزايدة تلاثة دولارات بالضبط للمراسلة النوع لبخاص.
120,كنت بشتري كنت محلك.,كنت هشترى دة كنت مكانك.,لوكان جيت بلاصتك نشريها.,كنت أشتريه كنت محلك.,مكانك هشتري ده.,بمكانك جان اشتريتها.,بمكانك جان اشتريت هذا.,كنت بشتري هيدا كنت محلك.,كنت حنشريه كنت مكانك.,كنت مكانك كنت صدقت.,كنت مكانك كنت اشتريته.,كنت مكانك جان بشتري هذي.,كون كنت فبلاستك نشري هادا.,مكانك حشتريه.,كنت مكانك بشتريه.,كنت ح اشتري دا كنت مكانك.,كنتو بمكانك كان اشتغيتونو.,كنت سأشتري كنت مكانك,أبا اشتري حاب.,كون كنت فبلاصتك كون شريتو.,بشتري كنت بمكانك.,مكانك كنت اشتريته.,شا اشتري ذيه كنت مكانك.,نشريه كان كنت انت.,أني حنشري كنت مكانك.,بلاصتك نشريه.
129,ألاقي شي صعوبة بالجمارك؟,هلاقى أى صعوبة الجمارك؟,راني حاب نعرف ويدا يكون عندي مشكل الجمارك؟,يكون عندي أي صعوبة التعامل الجمارك؟,هلاقي اى صعوبة الجمارك؟,اواجه صعوبات ويه الكمارك؟,اشوف صعوبة ويه الكمارك؟,يكون شي صعوبات الجمارك؟,عندي أي صعوبه الجمرك؟,حالاقي مشاكل الجمارك؟,واجه صعوبة الجمارك؟,بتكون صعوبات الجمارك؟,غتكون عندي شي صعوبة الديوانة؟,اواجه صعوبات الجمارك؟,ألاقي صعوبات الجمارك؟,ح أواجه أي صعوبات الجمارك؟,غاح اواجه صعوبات الجمارك؟,لديك أحذية حريمي أصابع القدم,واجهت أي صعوبه الجمارك؟,غادي نلقا شي صعوبة الديوانا؟,بواجه أي صعوبة الجمارك؟,يكون عندي مشاكل الجمارك؟,شا اواجه مشاكل الجمارك؟,باش نقابل مشاكل الديوانة؟,زعمه حنلاقي صعوبات الجمارك؟,باش نلقى مشكلة الديوانة؟
130,عندك حذاء رسمي عريض؟,عندك شوز رسمية بوش واسع؟,عندكم صبابط رسمية عراض القدام؟,عندك كندرة رسمية واسعة الأصابع؟,عندك جزم رسمية بوش عريض؟,عندك احذية رسمية ببوز عريض؟,عندك احذية رسمية عريضة منطقة الأصابع؟,عندك صبابط رسمي تبع الأصابيع العراض؟,عندك كندرة قفطان مفتوحة الصوابع؟,عندك جزم رسمي واسعه قدام؟,بلاقي عندك حذاء رسمي للرجلين العراض؟,عندك جواتي رسمية حق الرجول العريضة؟,عندك أحذية رسمية واسعة جيهت الصبعين؟,عندك جزم رسمية واسعة الأصابع؟,عندك كندرة رسمي عريضة؟,عندك جزمة رسمي عريضة اصابع القدم؟,عندك حذاء رسمي عغيض مكان الاصابع؟,ستواجهني أية صعوبات الجمارك,عندك جواتي رسمية واسعة؟,عندك صبابط رسمية واسعة الصبع؟,عندك احذية رسمية واسعة الأصابع؟,عندك احذية رسمية واسعة الاصابع؟,به معك جزمه رسميه واسعه الاصابع؟,عندك صبابط رسمية يكونو واسعين شيرة الصوابع؟,عنك كنادر رسميه واسعه القدام؟,تبيعو صبابط رسمية يكونو واسعين شيرة الصوابع؟
140,لا. أقترح وحدة مزدوجة للاستعمال المفرد بدالها؟ عنا وحدة.,لأ. أقترح أوضة بسريرين لشخص واحد كحل بديل؟ عندنا واحدة.,لالا. نقترح عليك غرفة فيها زوج بناك لشخص واحد. كاينة واحدة واجدة.,لا. أقترح عليك بدالها غرفة مزدوجة تستخدمها استخدام فردي. عنا وحدة.,لا. بس اقترح كدة أوضة مزدوجة لاستخدام فرد؟ عندنا واحدة.,لا. اقترح غرفة بسريرين لشخص كشي بديل؟ عدنا وحده.,لا. اقترح غرفة مزدوجة لاستخدام واحد افضل؟ عدنا وحدة.,لاء بد فيي إقترح أوضة بتختين لإستخدام شخص؟ عنا واحدة.,لا. بس نقترح دار مزدوجة لاستعمال واحد بدالها؟ عندنا واحدة.,لأ انصح اوضة بسريرين يقعد فيها واحد بس؟ عندنا واحده,لاء. اقترح وحدة لشخصين للاستخدام الفردي بدالها؟ عنا وحدة.,لا. بغيت غرفة مزدوجة بس حق استخدام فردي؟ عندنا وحدة.,لا. نقترح عليك هادشي غرفة بجوج فراشات لشخص؟ عندي واحدة.,لا. اقترحلك غرفة بسريرين لاستخدام شخص واحد بدال كدة؟ عندنا وحدة.,لأ. تاخد غرفة بتختين لاستعمال واحد؟ عنا واحدة.,لا. اقترح غرفة مزدوجة لاستعمال شخص؟ عندنا واحدة.,لا، اقترح عليكم غرفة مزدوجة لاستخدام ويحد امبدالو؟ عدنه ويحدة منها.,أقترح أخذ غرفة ذات سريرين للاستخدام الفردي فنحن لدينا واحدة,لا. أقترح غرفة مزدوجة لاستخدام شخص بدلا ذلك؟ عندنا واحدة.,لا. نقتارح ثنائية لواحد؟ عندنا وحدة.,لا. اقترح عليك غرفة مزدوجة لاستخدام شخص واحد بدال هذا؟ متوفر عندنا.,اقترح بدالها استخدام غرفة مزدوجة لاستعمال فرد؟ عنا واحدة.,لا. اقترح عليك غرفة مزدوجة استخدام فرد بدله؟ عندنا واحدة.,لا. تحب بيت بزوز فروشات لاستخدام شخص برك؟ عندنا وحدة حاضرة.,لا. نقترح عليك دار متاع اتنين لإستخدام فردي؟ عندنا واحدة.,لا. تحب بيت فيها زوز فروشات نحسبوها لشخص برك؟ عنا وحدة.
143,كيرلي قوي، ممكن.,عاوز كيرلى جامد، فضلك.,راني حاب برمانونت قوي.,كتير مموج، سمحت.,كنت عاوز كيرلى كويس، سمحت.,اريد كيرلي قوي، رجاءً.,اريد كيرلي ضيق، بلا زحمة.,كيرلي ضيق، بتريد.,نبي كيرلي مشدود، سمحت.,عاوز كيرلي جامد، سمحت.,كيرلي ضيق، سمحت.,ابغي كيرلي ضيق، سمحت.,بغيت برمانونت ضيق، عافاك.,أبا شعري مجعد كثير، سمحت.,كيرلي صغير، سمحت.,داير تجعيدة ضيقة، فضلك.,اغيد كيرلي قوي، رجاءا.,أريد تمويج متقارب لشعري فضلك,أبا كيرلي قوي، فضلك.,بيرمانونت مجهد، عافاك.,ابغى بيرم ضيق، سمحت.,كيرلي قوي، سمحت.,اشتي تجعيد قوي، سمحت.,نحب كيرلي قوي، يعيشك.,نبي كيرلي ضيق، سمحت.,نحب برمانونت قوية، عيشك.
145,بيرة.,هى عاوزة بيرة.,راهي حابة بيرة.,خمرة.,عايزة بيرة.,تريد بيره.,تريد بيرة.,بدا بيرة,تبي بيرة,نفسها بيرة.,بيرة.,تبغي بير.,باغيا بيرة.,تبا بيرة.,بيرة.,دايرة بيرة.,هيه تغيد بيره.,تريد بيرة,تبا بيره.,بغات بيرا.,تبغى بيرة.,بيرم رفيع، سمحت,تشتي بيره.,تحب وحدة بيرة.,تبي بيره.,تحب كعبة بيرا.
157,صباح الخير. شلونك؟,صباح الخير. عامل إيه؟,صباح الخير. راك؟,صباح الخير. كيف حالك؟,صباح الخير. عامل ايه؟,صباح الخير، شلونك؟,صباح الخير. شلونك؟,صباحو كيفك؟,صباح الخير كيف حالك؟,صباح الخير عامل ايه؟,صباح الخير. كيفك؟,صباح الخير. شلونك؟,صباح الخير. كيف داير؟,صباح الخير، كيفك؟,صباح الخير. كيف حالك؟,صباح الخير. كيفك؟,صباح الخير. اشونك؟,صباح الخير كيف حالك,صباح الخير. كيف حالك؟,صباح الخير. داير؟,صباح الخير. كيف حالك؟,بيرة؟,صباح الخير. كيف حالك؟,صباح الخير. شنحوالك؟,صباح الخير. كيف حالك؟,صباح الخير. لاباس؟
158,للأسف أشوف إثبات هوية.,للأسف هحتاج أشوف بطاقة تحقيق شخصية.,سامحني نطلب منك بطاقة تعريف.,أسف أحتاج أشوف اثبات هوية.,معلش كنت عايز اشوف تحقيق الشخصية.,اسف احتاج اشوف أي هويه تعريفية.,اسف احتاج اشوف هوية.,للأسف محتاج اشوف أي اثبات شخصية.,اسف حنضطر نشوف أي نموذج كشف الهوية.,متأسف بس محتاج أشوف أى مستند اثبات شخصية,للأسف شوف شي بيثبت الهوية.,مسامحة بس اشوف شي يثبت الهوية.,متأسف غادي نشوف شي اثبات ديال الهوية.,معليش اشوف اثبات هوية.,متأسف محتاج أشوف بطاقة الهوية.,آسف ح احتاج اشوف اثبات هوية.,اسف انو اشوف شوية اوراق اثبات شخصية.,أسف أنني بحاجة أطلع أي مستند لتحديد الهوية,اسف احتاج اشوف اثبات للهوية.,سمح ليا خصني نشوف شي وثيقة ديال الهوية.,اسف اشوف أي نوع أنواع اثبات الهوية.,اسف بحاجة أشوف اثبات هوية,أسف اطلب منك تبرز شي يثيت هويتك.,سامحني لازمني نطلب منك بطاقة التعريف.,معليشي نبي نشوف بطاقة تعريف ليك.,سامحني لازمني نشوف اوراقك.
169,إينا نوع الصوص؟,إيه نوع الصوص؟,النوع تع الصوص؟,أي نوع الصوص؟,نوع صوص؟,نوع الصوص؟,نوع الصوص؟,أي نوع صوص؟,شن نوع الصوص؟,أى نوع صوص؟,أي نوع صوص؟,نوع صوص؟,شمن نوع ديال الصوص؟,اية نوع الصوص؟,نوع الصوص؟,ياتو نوع الصوص؟,نوع الصوص؟,أي نوع الملابس,أي نوع الصوص؟,إينا نوع ديال الصوص؟,أي نوع الصوص؟,نوع الصوص؟,نوع الصوص؟,شنوة نوع الصوص؟,نوع الصوص؟,شنوة الصوص؟
170,بارد شوي. تسخنو؟,دة بارد شوية. هتسخنه؟,راهوا شوية بارد. تسخنو؟,بارد شوي. تسخنه؟,ده بارد شوية. تسخنه؟,بارد شويه، تحميه؟,شوي بارد. تحميه؟,هيدا شوي بارد. فيك تسخنو؟,شوية مسقع تسخنه؟,ده ساقع شوية تدفيه؟,بارد شوي. تسخنه؟,بارد شوي، تسخنه؟,بارد شوية. تسخنو؟,دا شوية بارد. تدفيه؟,هدا بارد شوي. بتقدر تسخنه؟,دا بارد شوية. تسخنه؟,شوية بيغد. تطيق تحمينو؟,بارد حد تقوم بتسخينه,بارد نوعا ما. بتسخنه؟,هادشي بارد شوية. واخا تسخنو؟,شوية بارد. تسخنه؟,بارد شوي. تسخنو؟,بارد شويه. عتحميه؟,أهو بارد شوية. تنجم تسخنه؟,هدا شوية مصقع. تسخنه؟,بارد شوية. بش تسخنو؟
173,آسف، المحل محجوز.,معلش، المكان دة محجوز.,سامحني، البلاصة محكومة.,آسف، بس المكان محجوز.,معلش، المكان ده أصلاً محݘوز.,آسف، المكان محجوز.,آسف، المكان محجوز.,بعتذر محتاج أشوف أي بطاقة اثبات هوية.,أسف، المكان محجوز,اسف، المكان ده متاخد.,بعتذر. هالمكان محجوز.,مسامحة هالمكان مأخوذ.,متأسف، البلاصة موخوذة قبل.,معليش، دا المكان مأخود اصلا.,متأسف، هدا المكان محجوز.,معليش، المكان دا محجوز.,اسف، المكان محجوز قبل.,أسف المكان محجوز بالفعل,اسف، بس هالمكان ماخوذه قبل.,سمح ليا. البلاصة عامرة.,اسف، المكان محجوز مسبقا.,اسف، المكان محجوز أصلاً,أسف، البقعه قدي محجوزه.,سامحني، لبلاصة واخذها شكون.,معليشي، المكان هدا موخود.,سامحني، فما شكون البلاصة هاذي.
176,حالي. بس خرج تدق لرفيقي؟,تمام. بس تكلم صاحبى؟,مليح، بصح تعيط لصاحبي؟,تمام، بس أحكي صاحبي؟,كويس بس معندكش مانع أكلم صاحبي؟,أني زين. بس تنادي صديقي؟,زين. بس تكدر تخابر صديقي؟,منيح. بس فيك تدق لرفيقي؟,تمام بس تكلم صاحبي؟,كويس جدا. .بس غير مؤاخذه تكلم صاحبي؟,منيح. بس مجال تتصل برفيقي؟,بخير. بس يصير تكلم رفيجي؟,بخير. تتصل بصديقي؟,كويس، بس تدق صاحبي؟,منيح. بس بتقدر تكلملي صاحبي؟,تمام. بس تتصل صحبى؟,مليح. بس تطيق تتصل بصديقي؟,بحالة جدية تمانع الاتصال بصديق,بخير. تمانع اتصل بصديقي؟,بخير. تعيط لصاحبي؟,بخير. تمانع بالاتصال بصديقي؟,تمام، بس تحكي صاحبي؟,بخير. تتصل لصاحبي؟,باهي، أما تنجم تكلملي صاحبي؟,أني كويس. تكلم صاحبي؟,لاباس. اما ميسالش تكلم صاحبي؟
177,شكراً، حاج هيك.,شكرا، دة كفاية.,صحا. ماكان.,شكراً، بكفي.,متشكر. كدة كفاية.,شكراً. كافي.,اشكرك، هواي.,يسلمو، بيكفي.,شكرا، هكي ساد,شكرا ليك، ده كفاية,شكراً. بكفي.,شكراً، يكفي.,شكرا، هادشي كافي.,شكراً كدا كفأية.,شكرا، بكفي.,شكرا، دا كفاية.,اشكرك، يكفي.,شكراً يكفي,مشكور، كفيت ووفيت.,شكراً. باراكا.,شكرا، كافي.,شكرا، بكفي,شكرا، ذيه كفايه.,يعيشك، كل شي.,صحيت، هكي ساد.,شكرا، يزي.
184,مين صديقك المفضل؟,مين أقرب صديق ليك؟,شكون صاحبك الأنتيم؟,مين صاحبك المفضل؟,مين صاحبك الانتيم؟,منو افضل صديق عندك؟,منو احسن صديق عندك؟,مين صاحبك المفضل؟,صاحبك راس؟,مين أقرب صديق ليك؟,مين أقرب صديق لئلك؟,احسن صديق عندك؟,شكون أحسن صديق ديالك؟,مين أعز أصحابك؟,مين صاحبك المفضل؟,منو صحبك المفضل؟,منو صديقك المفضل؟,أفضل صديق,منو صديقك المفضل؟,شكون هوا اقرب صديق ديالك؟,صديقك المفضل؟,مين أحسن صاحب الك؟,أعز أصحابك؟,شكونو صاحبك بالباهي؟,مني صاحبك الي زي اوخيك؟,شكون اعز صديق عندك؟
